id,title,optionA,optionB,optionC,optionD,answer,analysis,exam_type,knowledge_point,difficulty,tags,language,section,topic_order
"1408","If 9x + 8 = 98, what is x?","90","10","11","9","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 10。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1409","If 2x + 9 = 31, what is x?","11","12","10","22","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 11。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1410","If 3x + 1 = 37, what is x?","13","11","36","12","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 12。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1411","If 4x + 2 = 54, what is x?","12","52","13","14","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 13。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1412","If 5x + 3 = 73, what is x?","70","14","15","13","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 14。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1413","If 6x + 4 = 94, what is x?","15","16","14","90","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 15。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1414","If 7x + 5 = 117, what is x?","17","15","112","16","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 16。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1415","If 8x + 6 = 142, what is x?","16","136","17","18","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 17。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1416","If 9x + 7 = 169, what is x?","162","18","19","17","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 18。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1417","If 2x + 8 = 46, what is x?","19","20","18","38","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 19。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1418","If 3x + 9 = 69, what is x?","21","19","60","20","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 20。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1419","If 4x + 1 = 85, what is x?","20","84","21","22","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 21。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1420","If 5x + 2 = 112, what is x?","110","22","23","21","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 22。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1421","If 6x + 3 = 141, what is x?","23","24","22","138","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 23。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1422","If 7x + 4 = 172, what is x?","25","23","168","24","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 24。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1423","If 8x + 5 = 205, what is x?","24","200","25","26","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 25。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1424","If 9x + 6 = 240, what is x?","234","26","27","25","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 26。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1425","If 2x + 7 = 61, what is x?","27","28","26","54","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 27。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1426","If 3x + 8 = 92, what is x?","29","27","84","28","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 28。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1427","If 4x + 9 = 125, what is x?","28","116","29","30","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 29。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1428","If 5x + 1 = 151, what is x?","150","30","31","29","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 30。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1429","If 6x + 2 = 188, what is x?","31","32","30","186","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 31。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1430","If 7x + 3 = 227, what is x?","33","31","224","32","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 32。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1431","If 8x + 4 = 268, what is x?","32","264","33","34","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 33。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1432","If 9x + 5 = 311, what is x?","306","34","35","33","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 34。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1433","If 2x + 6 = 76, what is x?","35","36","34","70","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 35。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1434","If 3x + 7 = 115, what is x?","37","35","108","36","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 36。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1435","If 4x + 8 = 156, what is x?","36","148","37","38","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 37。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1436","If 5x + 9 = 199, what is x?","190","38","39","37","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 38。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1437","If 6x + 1 = 235, what is x?","39","40","38","234","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 39。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1438","If 7x + 2 = 282, what is x?","41","39","280","40","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 40。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1439","If 8x + 3 = 331, what is x?","40","328","41","42","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 41。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1440","If 9x + 4 = 382, what is x?","378","42","43","41","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 42。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1441","If 2x + 5 = 91, what is x?","43","44","42","86","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 43。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1442","If 3x + 6 = 138, what is x?","45","43","132","44","D","正确答案是 D。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 44。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1443","If 4x + 7 = 187, what is x?","44","180","45","46","C","正确答案是 C。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 45。","GRE原创专项练习","Algebra · 方程与代数式","中","linear equations","zh-en","Quantitative Reasoning","8"
"1444","If 5x + 8 = 238, what is x?","230","46","47","45","B","正确答案是 B。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 46。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
"1445","If 6x + 9 = 291, what is x?","47","48","46","282","A","正确答案是 A。Algebra · 方程与代数式：linear equations。根据题干条件逐项检验可得 47。","GRE原创专项练习","Algebra · 方程与代数式","易","linear equations","zh-en","Quantitative Reasoning","8"
